Mass,VirialParameter,Z,log10_G0,VolumeDensity
275.4228703338166,0.8262686110014499,0.08337387669406711,1.3199999999999998,199.52623149688787
630.957344480193,0.5985786944906638,0.009141763792297504,0.76,1412.5375446227554
436.5158322401661,0.8652094509379817,0.027607685292057708,0.6799999999999999,158.48931924611142
1000.0,0.5459102575829949,0.05508457406676333,0.28,70.79457843841381
1000.0,1.0402105513575948,0.004581735305535546,-0.6799999999999999,89.12509381337455
1096.4781961431852,0.39547702156692205,0.04797665838038983,-0.28,794.3282347242822
229.08676527677724,0.9486832980505137,0.21929563922863704,0.6000000000000001,316.22776601683796
301.9951720402016,1.5744223807493174,0.012051191721487158,1.7200000000000002,630.957344480193
1584.893192461114,1.1943215116604915,0.007962143411069949,0.76,630.957344480193
229.08676527677724,0.6872602958303318,0.015886564694485628,-1.0,141.2537544622754
158.48931924611142,1.0402105513575948,0.144887192014998,1.96,1122.018454301963
691.8309709189363,0.5716382153889741,0.013836619418378734,1.1600000000000001,63.09573444801933
398.1071705534973,0.475467957738334,0.03169786384922229,0.1200000000000001,2238.72113856834
912.0108393559096,0.7535659294528739,0.3810921435926497,0.9199999999999999,562.341325190349
190.54607179632484,0.9059855161206047,0.015886564694485628,0.8400000000000001,100.0
1202.2644346174131,0.6267888392562118,0.1663527542205342,-0.52,112.2018454301963
2754.2287033381663,0.7890803975686145,0.007962143411069949,1.3199999999999998,89.12509381337455
2511.88643150958,0.4540683745308624,0.04797665838038983,0.3600000000000001,223.872113856834
363.0780547701014,0.5985786944906638,0.5023772863019165,-0.36,31.622776601683793
158.48931924611142,0.29999999999999993,0.1261914688960386,1.4,891.2509381337459
912.0108393559096,0.9059855161206047,0.024045288692348267,-0.12,125.89254117941675
630.957344480193,1.371264568844625,0.03639401717219967,0.1200000000000001,1584.893192461114
3311.311214825911,1.6486226215728734,0.020942570961017995,0.43999999999999995,251.18864315095797
120.22644346174131,0.6267888392562118,0.03639401717219967,-0.76,1258.9254117941675
2089.2961308540407,0.4141152793808654,0.144887192014998,1.48,1000.0
251.18864315095797,0.3141385644152698,0.07261561095402029,-0.43999999999999995,316.22776601683796
208.92961308540387,1.8076787582230731,0.002636513477112815,-0.84,177.82794100389228
1737.8008287493763,0.39547702156692205,0.0020000000000000005,0.52,35.48133892335755
758.5775750291835,0.719649875705847,0.0632455532033676,2.2,251.18864315095797
1318.2567385564075,1.250608150411006,0.002296307242993766,-0.52,398.1071705534973
3630.780547701014,0.32894345884295545,0.027607685292057708,1.7999999999999998,50.11872336272722
758.5775750291835,1.435890276967915,0.10990817477152487,1.2400000000000002,79.43282347242814
524.8074602497722,0.4978760722312681,0.006934737009050634,0.19999999999999996,398.1071705534973
2511.88643150958,1.1405681889616834,0.2517850823588333,-0.84,1995.2623149688789
3311.311214825911,0.8262686110014499,0.2517850823588333,0.3600000000000001,39.810717055349734
2290.867652767775,1.3095474967204979,0.003027122496872418,2.12,501.18723362727246
100.0,0.43363193122377824,0.0052605359837907635,1.96,56.23413251903491
144.5439770745928,1.5744223807493174,0.28908795414918564,-0.19999999999999996,281.8382931264455
120.22644346174131,1.089234164310304,0.018240216787118197,1.7200000000000002,2511.88643150958
331.1311214825911,1.7263198120114707,0.4375523247899104,1.6400000000000001,891.2509381337459
1905.4607179632483,0.34444608644906477,0.003990524629937758,1.88,1778.2794100389228
1584.893192461114,0.3606793303852238,0.331917381487512,-0.12,707.945784384138
524.8074602497722,1.1943215116604915,0.003027122496872418,1.2400000000000002,56.23413251903491
478.6300923226385,0.34444608644906477,0.006039903440804033,-0.6799999999999999,35.48133892335755
3981.0717055349733,1.435890276967915,0.09572601846452772,2.04,446.6835921509635
190.54607179632484,0.5213402486248125,0.4375523247899104,1.0,3162.2776601683795
109.64781961431851,0.3776776235382501,0.003475601657498753,1.56,2818.382931264455
1445.439770745928,1.8928720334405797,0.07261561095402029,-1.0,158.48931924611142
131.82567385564073,1.7263198120114707,0.004581735305535546,-0.040000000000000036,1778.2794100389228
3019.9517204020162,0.6872602958303318,0.010496149204995453,0.040000000000000036,2818.382931264455
331.1311214825911,0.4978760722312681,0.1909985172042872,1.0,44.6683592150963
